archetype,build,slot,unit,x,y,stance
line,Direwolves12,8,Direwolves,7.67,17.00,Advance
line,Direwolves12,9,Direwolves,18.83,17.00,Advance
line,Direwolves12,10,Direwolves,30.00,17.00,Advance
line,Direwolves12,11,Direwolves,41.17,17.00,Advance
line,Direwolves12,12,Direwolves,52.33,17.00,Advance
refused,Direwolves12,1,Direwolves,35.75,22.00,Advance
refused,Direwolves12,2,Direwolves,45.00,22.00,Advance
refused,Direwolves12,3,Direwolves,54.25,22.00,Advance
refused,Direwolves12,4,Direwolves,35.75,16.00,Advance
refused,Direwolves12,5,Direwolves,45.00,16.00,Advance
refused,Direwolves12,6,Direwolves,54.25,16.00,Advance
refused,Direwolves12,7,Direwolves,5.75,12.00,Hold
refused,Direwolves12,8,Direwolves,15.00,12.00,Hold
refused,Direwolves12,9,Direwolves,24.25,12.00,Hold
refused,Direwolves12,10,Direwolves,5.75,6.00,Raid
refused,Direwolves12,11,Direwolves,15.00,6.00,Hold
refused,Direwolves12,12,Direwolves,24.25,6.00,Hold
wings,Direwolves12,1,Direwolves,4.25,22.00,Advance
wings,Direwolves12,2,Direwolves,12.00,22.00,Advance
wings,Direwolves12,3,Direwolves,19.75,22.00,Advance
wings,Direwolves12,4,Direwolves,4.25,17.00,Raid
wings,Direwolves12,5,Direwolves,12.00,17.00,Advance
wings,Direwolves12,6,Direwolves,19.75,17.00,Advance
wings,Direwolves12,7,Direwolves,40.25,22.00,Advance
wings,Direwolves12,8,Direwolves,48.00,22.00,Advance
wings,Direwolves12,9,Direwolves,55.75,22.00,Advance
wings,Direwolves12,10,Direwolves,40.25,17.00,Advance
wings,Direwolves12,11,Direwolves,48.00,17.00,Advance
wings,Direwolves12,12,Direwolves,55.75,17.00,Advance
column,Direwolves12,1,Direwolves,22.25,22.00,Advance
column,Direwolves12,2,Direwolves,30.00,22.00,Advance
column,Direwolves12,3,Direwolves,37.75,22.00,Advance
column,Direwolves12,4,Direwolves,22.25,19.00,Advance
column,Direwolves12,5,Direwolves,30.00,19.00,Advance
column,Direwolves12,6,Direwolves,37.75,19.00,Advance
column,Direwolves12,7,Direwolves,22.25,16.00,Advance
column,Direwolves12,8,Direwolves,30.00,16.00,Advance
column,Direwolves12,9,Direwolves,37.75,16.00,Advance
column,Direwolves12,10,Direwolves,22.25,13.00,Advance
column,Direwolves12,11,Direwolves,30.00,13.00,Advance
column,Direwolves12,12,Direwolves,37.75,13.00,Advance
screened,Direwolves12,1,Direwolves,4.88,22.00,Advance
screened,Direwolves12,2,Direwolves,13.25,22.00,Advance
screened,Direwolves12,3,Direwolves,21.62,22.00,Advance
screened,Direwolves12,4,Direwolves,30.00,22.00,Advance
screened,Direwolves12,5,Direwolves,38.38,22.00,Advance
screened,Direwolves12,6,Direwolves,46.75,22.00,Advance
screened,Direwolves12,7,Direwolves,55.12,22.00,Advance
screened,Direwolves12,8,Direwolves,7.67,17.00,Advance
screened,Direwolves12,9,Direwolves,18.83,17.00,Advance
screened,Direwolves12,10,Direwolves,30.00,17.00,Advance
screened,Direwolves12,11,Direwolves,41.17,17.00,Advance
screened,Direwolves12,12,Direwolves,52.33,17.00,Advance
forward,Direwolves12,1,Direwolves,20.75,22.50,Advance
forward,Direwolves12,2,Direwolves,30.00,22.50,Advance
forward,Direwolves12,3,Direwolves,39.25,22.50,Advance
forward,Direwolves12,4,Direwolves,20.75,19.00,Advance
forward,Direwolves12,5,Direwolves,30.00,19.00,Advance
forward,Direwolves12,6,Direwolves,39.25,19.00,Advance
forward,Direwolves12,7,Direwolves,20.75,15.50,Advance
forward,Direwolves12,8,Direwolves,30.00,15.50,Advance
forward,Direwolves12,9,Direwolves,39.25,15.50,Advance
forward,Direwolves12,10,Direwolves,20.75,12.00,Advance
forward,Direwolves12,11,Direwolves,30.00,12.00,Advance
forward,Direwolves12,12,Direwolves,39.25,12.00,Advance
line,CommonHeavy,1,Hunters,6.00,22.00,Hold
line,CommonHeavy,2,Hunters,16.40,22.00,Hold
line,CommonHeavy,3,Hunters,26.80,22.00,Hold
line,CommonHeavy,4,Hunters,37.20,22.00,Hold
line,CommonHeavy,5,Militia,46.60,22.00,Hold
line,CommonHeavy,6,Militia,55.00,22.00,Hold
line,CommonHeavy,7,Militia,6.14,17.00,Hold
line,CommonHeavy,8,Militia,15.69,17.00,Hold
line,CommonHeavy,9,Militia,25.23,17.00,Hold
line,CommonHeavy,10,Militia,34.77,17.00,Hold
line,CommonHeavy,11,Militia,44.31,17.00,Hold
line,CommonHeavy,12,Militia,53.86,17.00,Hold
refused,CommonHeavy,1,Hunters,35.30,22.00,Advance
refused,CommonHeavy,2,Hunters,45.00,22.00,Advance
refused,CommonHeavy,3,Hunters,54.70,22.00,Advance
refused,CommonHeavy,4,Hunters,36.30,16.00,Advance
refused,CommonHeavy,5,Militia,46.00,16.00,Advance
refused,CommonHeavy,6,Militia,54.70,16.00,Advance
refused,CommonHeavy,7,Militia,5.80,12.00,Hold
refused,CommonHeavy,8,Militia,15.00,12.00,Hold
refused,CommonHeavy,9,Militia,24.20,12.00,Hold
refused,CommonHeavy,10,Militia,5.80,6.00,Raid
refused,CommonHeavy,11,Militia,15.00,6.00,Hold
refused,CommonHeavy,12,Militia,24.20,6.00,Hold
wings,CommonHeavy,1,Hunters,6.53,22.00,Advance
wings,CommonHeavy,2,Hunters,17.47,22.00,Advance
wings,CommonHeavy,3,Militia,4.30,17.00,Advance
wings,CommonHeavy,4,Militia,12.00,17.00,Advance
wings,CommonHeavy,5,Militia,19.70,17.00,Advance
wings,CommonHeavy,6,Militia,12.00,12.00,Raid
wings,CommonHeavy,7,Hunters,42.53,22.00,Advance
wings,CommonHeavy,8,Hunters,53.47,22.00,Advance
wings,CommonHeavy,9,Militia,40.30,17.00,Advance
wings,CommonHeavy,10,Militia,48.00,17.00,Advance
wings,CommonHeavy,11,Militia,55.70,17.00,Advance
wings,CommonHeavy,12,Militia,48.00,12.00,Advance
column,CommonHeavy,1,Hunters,24.53,22.00,Advance
column,CommonHeavy,2,Hunters,35.47,22.00,Advance
column,CommonHeavy,3,Hunters,24.53,19.00,Advance
column,CommonHeavy,4,Hunters,35.47,19.00,Advance
column,CommonHeavy,5,Militia,22.30,16.00,Advance
column,CommonHeavy,6,Militia,30.00,16.00,Advance
column,CommonHeavy,7,Militia,37.70,16.00,Advance
column,CommonHeavy,8,Militia,22.30,13.00,Advance
column,CommonHeavy,9,Militia,30.00,13.00,Advance
column,CommonHeavy,10,Militia,37.70,13.00,Advance
column,CommonHeavy,11,Militia,24.87,10.00,Advance
column,CommonHeavy,12,Militia,35.13,10.00,Advance
screened,CommonHeavy,1,Hunters,6.00,22.00,Hold
screened,CommonHeavy,2,Hunters,16.40,22.00,Hold
screened,CommonHeavy,3,Hunters,26.80,22.00,Hold
screened,CommonHeavy,4,Hunters,37.20,22.00,Hold
screened,CommonHeavy,5,Militia,46.60,22.00,Hold
screened,CommonHeavy,6,Militia,55.00,22.00,Hold
screened,CommonHeavy,7,Militia,6.14,17.00,Hold
screened,CommonHeavy,8,Militia,15.69,17.00,Hold
screened,CommonHeavy,9,Militia,25.23,17.00,Hold
screened,CommonHeavy,10,Militia,34.77,17.00,Hold
screened,CommonHeavy,11,Militia,44.31,17.00,Hold
screened,CommonHeavy,12,Militia,53.86,17.00,Hold
forward,CommonHeavy,1,Hunters,20.30,22.50,Advance
forward,CommonHeavy,2,Hunters,30.00,22.50,Advance
forward,CommonHeavy,3,Hunters,39.70,22.50,Advance
forward,CommonHeavy,4,Hunters,21.30,19.00,Advance
forward,CommonHeavy,5,Militia,31.00,19.00,Advance
forward,CommonHeavy,6,Militia,39.70,19.00,Advance
forward,CommonHeavy,7,Militia,20.80,15.50,Advance
forward,CommonHeavy,8,Militia,30.00,15.50,Advance
forward,CommonHeavy,9,Militia,39.20,15.50,Advance
forward,CommonHeavy,10,Militia,20.80,12.00,Advance
forward,CommonHeavy,11,Militia,30.00,12.00,Advance
forward,CommonHeavy,12,Militia,39.20,12.00,Advance
